"Language","ISO_code","Phoible_code","Meaning","Trill","Dataset","Latitude","Longitude","Family","Branch","Area","Continent","Rough.M","rough","R_type","r","l","Meaning.f"
"Manchu","mnc","mnc","‘smooth’","yes","CLICS","47.31","126.56","Tungusic","Southern Tungusic","Inner Asia","N-C Asia","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"Nanai","gld","gld","‘smooth’","yes","CLICS","48.43","134.8","Tungusic","Central Tungusic","N Coast Asia","N-C Asia","-6.9","FALSE","trill","FALSE","FALSE","‘smooth’"
"Nanai","gld","gld","‘smooth’","yes","CLICS","48.43","134.8","Tungusic","Central Tungusic","N Coast Asia","N-C Asia","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"Northern Yukaghir","ykg","ykg","‘smooth’","yes","CLICS","69","155","Yukagir","NA","N Coast Asia","N-C Asia","-6.9","FALSE","trill","FALSE","FALSE","‘smooth’"
"Southern Yukaghir","yux","yux","‘smooth’","yes","CLICS","65.75","150.83","Yukagir","NA","N Coast Asia","N-C Asia","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"Southern Yukaghir","yux","yux","‘smooth’","yes","CLICS","65.75","150.83","Yukagir","NA","N Coast Asia","N-C Asia","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"Itelmen","itl","itl","‘smooth’","yes","CLICS","56.78","156.91","Chukchi-Kamchatkan","Kamchatkan","N Coast Asia","N-C Asia","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"Hokkaido Ainu","ain","ain","‘smooth’","no","CLICS","43.63","142.46","Ainu","NA","N Coast Asia","N-C Asia","-6.9","FALSE","no trill","TRUE","FALSE","‘smooth’"
"Japanese","jpn","jpn","‘smooth’","no","CLICS","35","135","Japanese","NA","N Coast Asia","N-C Asia","-6.9","FALSE","no trill","TRUE","FALSE","‘smooth’"
"Kannada","kan","kan","‘smooth’","no","CLICS","13.59","76.12","Dravidian","South Dravidian","Indic","S/SE Asia","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Tamil","tam","tam","‘smooth’","no","CLICS","10.52","78.83","Dravidian","South Dravidian","Indic","S/SE Asia","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Telugu","tel","tel","‘smooth’","no","CLICS","16.45","78.7","Dravidian","South Dravidian","Indic","S/SE Asia","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Burushaski","bsk","bsk","‘smooth’","no","CLICS","36.22","74.82","Burushaski","NA","Indic","S/SE Asia","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Abkhaz","abk","NA","‘smooth’","yes","CLICS","43.06","41.16","West Caucasian","Abkhazian-Ubykh","Greater Mesopotamia","W and SW Eurasia","-6.9","FALSE","trill","FALSE","FALSE","‘smooth’"
"Adyghe","ady","NA","‘smooth’","yes","CLICS","44.65","40","West Caucasian","Circassian","Greater Mesopotamia","W and SW Eurasia","-6.9","FALSE","trill","FALSE","FALSE","‘smooth’"
"Avar","ava","ava","‘smooth’","no","CLICS","41.7","46.56","Nakh-Daghestanian","Daghestanian","Greater Mesopotamia","W and SW Eurasia","-6.9","FALSE","no trill","TRUE","FALSE","‘smooth’"
"Lak","lbe","lbe","‘smooth’","yes","CLICS","42.13","47.08","Nakh-Daghestanian","Daghestanian","Greater Mesopotamia","W and SW Eurasia","-6.9","FALSE","trill","TRUE","FALSE","‘smooth’"
"Lezgian","lez","NA","‘smooth’","yes","CLICS","41.52","47.9","Nakh-Daghestanian","Daghestanian","Greater Mesopotamia","W and SW Eurasia","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"Dargwa","dar","NA","‘smooth’","yes","CLICS","42.43","47.44","Nakh-Daghestanian","Daghestanian","Greater Mesopotamia","W and SW Eurasia","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"Chechen","che","che","‘smooth’","yes","CLICS","43.5","45.5","Nakh-Daghestanian","Nakh","Greater Mesopotamia","W and SW Eurasia","-6.9","FALSE","trill","TRUE","FALSE","‘smooth’"
"Abui","abz","NA","‘smooth’","yes","CLICS","-8.31058","124.588","Timor-Alor-Pantar","Alor-Pantar","N Coast New Guinea","NG and Oceania","-6.9","FALSE","trill","TRUE","TRUE","‘smooth’"
"Blagar","beu","NA","‘smooth’","yes","CLICS","-8.31787","124.251","Timor-Alor-Pantar","NA","Oceania","NG and Oceania","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"Kamang","woi","woi","‘smooth’","yes","CLICS","-8.26897","124.792","Timor-Alor-Pantar","Alor-Pantar","Oceania","NG and Oceania","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"Wersing","kvw","NA","‘smooth’","yes","CLICS","-8.33936","124.932","Timor-Alor-Pantar","Alor-Pantar","Oceania","NG and Oceania","-6.9","FALSE","trill","TRUE","TRUE","‘smooth’"
"Kaera","jka","NA","‘smooth’","yes","CLICS","-8.3287","124.0177","Timor-Alor-Pantar","NA","Oceania","NG and Oceania","-6.9","FALSE","trill","TRUE","FALSE","‘smooth’"
"Kaera","jka","NA","‘smooth’","yes","CLICS","-8.3287","124.0177","Timor-Alor-Pantar","NA","Oceania","NG and Oceania","-6.9","FALSE","trill","FALSE","FALSE","‘smooth’"
"Western Pantar","lev","NA","‘smooth’","yes","CLICS","-8.52787","124.057","Timor-Alor-Pantar","Alor-Pantar","Oceania","NG and Oceania","-6.9","FALSE","trill","FALSE","FALSE","‘smooth’"
"Adang","adn","adn","‘smooth’","yes","CLICS","-8.18958","124.448","Timor-Alor-Pantar","Alor-Pantar","Oceania","NG and Oceania","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"Klon","kyo","NA","‘smooth’","yes","CLICS","-8.40688","124.429","Timor-Alor-Pantar","Alor-Pantar","Oceania","NG and Oceania","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"Khumi","cnk","NA","‘smooth’","yes","CLICS","22.87125","92.9894633333","Sino-Tibetan","Kukish (Mizo-Kuki-Chin)","Indic","S/SE Asia","-6.9","FALSE","trill","FALSE","FALSE","‘smooth’"
"Anong","nun","NA","‘smooth’","no","CLICS","27.33","98.75","Sino-Tibetan","Nungish","Southeast Asia","S/SE Asia","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Kaman [Miju]","mxj","mxj","‘smooth’","yes","CLICS","29","96","Sino-Tibetan","Mishmi","Indic","S/SE Asia","-6.9","FALSE","trill","FALSE","FALSE","‘smooth’"
"Jingpho","kac","kac","‘smooth’","no","CLICS","25.5","103","Sino-Tibetan","Nungish","Southeast Asia","S/SE Asia","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Tsangla (Motuo)","tsj","tsj","‘smooth’","no","CLICS","27.83","92.17","Sino-Tibetan","Tsangla","Indic","S/SE Asia","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Pumi (Taoba)","pmi","NA","‘smooth’","no","CLICS","28","101","Sino-Tibetan","Qiangic","Southeast Asia","S/SE Asia","-6.9","FALSE","no trill","FALSE","TRUE","‘smooth’"
"rGyalrong","jya","jya","‘smooth’","no","CLICS","28.33","102.42","Sino-Tibetan","Qiangic","Southeast Asia","S/SE Asia","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Xumi","sxg","NA","‘smooth’","no","CLICS","28.3895","100.4","Sino-Tibetan","NA","Southeast Asia","S/SE Asia","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Atsi [Zaiwa]","atb","atb","‘smooth’","no","CLICS","24.17","98.36","Sino-Tibetan","NA","Southeast Asia","S/SE Asia","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"'Are'are (1)","alu","NA","‘smooth’","no","CLICS","-9.20699","161.158","Austronesian","Malayo-Polynesian","Oceania","NG and Oceania","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Anuta","aud","NA","‘smooth’","no","CLICS","-11.61","169.85","Austronesian","NA","Oceania","NG and Oceania","-6.9","FALSE","no trill","TRUE","FALSE","‘smooth’"
"Arosi (1)","aia","NA","‘smooth’","no","CLICS","-10.2441","161.432","Austronesian","Malayo-Polynesian","Oceania","NG and Oceania","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Blablanga","blp","NA","‘smooth’","yes","CLICS","-8.15058","159.419","Austronesian","Malayo-Polynesian","Oceania","NG and Oceania","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"Blablanga","blp","NA","‘smooth’","yes","CLICS","-8.15058","159.419","Austronesian","Malayo-Polynesian","Oceania","NG and Oceania","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"Hoava","hoa","hoa","‘smooth’","yes","CLICS","-8.19679","157.595","Austronesian","Malayo-Polynesian","Oceania","NG and Oceania","-6.9","FALSE","trill","FALSE","FALSE","‘smooth’"
"Kia","kji","NA","‘smooth’","yes","CLICS","-7.74311","158.753","Austronesian","NA","Oceania","NG and Oceania","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"Kia","kji","NA","‘smooth’","yes","CLICS","-7.74311","158.753","Austronesian","NA","Oceania","NG and Oceania","-6.9","FALSE","trill","FALSE","FALSE","‘smooth’"
"Kokota","kkk","kkk","‘smooth’","no","CLICS","-8.16481","159.191","Austronesian","Malayo-Polynesian","Oceania","NG and Oceania","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Kwara'ae","kwf","NA","‘smooth’","no","CLICS","-8.75779","160.804","Austronesian","NA","Oceania","NG and Oceania","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Lau North","llu","NA","‘smooth’","yes","CLICS","-8.51018","160.872","Austronesian","Malayo-Polynesian","Oceania","NG and Oceania","-6.9","FALSE","trill","FALSE","FALSE","‘smooth’"
"Lau North","llu","NA","‘smooth’","yes","CLICS","-8.51018","160.872","Austronesian","Malayo-Polynesian","Oceania","NG and Oceania","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"Lavukaleve","lvk","lvk","‘smooth’","yes","CLICS","-9.05569","159.119","Central Solomons","NA","Oceania","NG and Oceania","-6.9","FALSE","trill","FALSE","FALSE","‘smooth’"
"Lengo","lgr","NA","‘smooth’","yes","CLICS","-9.56425","160.42","Austronesian","NA","Oceania","NG and Oceania","-6.9","FALSE","trill","FALSE","FALSE","‘smooth’"
"Mbilua","blb","blb","‘smooth’","yes","CLICS","-7.92388","156.663","Central Solomons","NA","Oceania","NG and Oceania","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"Mono","mte","NA","‘smooth’","yes","CLICS","-7.05102","155.76","Austronesian","Malayo-Polynesian","Oceania","NG and Oceania","-6.9","FALSE","trill","TRUE","FALSE","‘smooth’"
"Nggela","nlg","NA","‘smooth’","yes","CLICS","-9.04587","160.186","Austronesian","Malayo-Polynesian","Oceania","NG and Oceania","-6.9","FALSE","trill","FALSE","FALSE","‘smooth’"
"Nggela","nlg","NA","‘smooth’","yes","CLICS","-9.04587","160.186","Austronesian","Malayo-Polynesian","Oceania","NG and Oceania","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"Oroha","ora","NA","‘smooth’","no","CLICS","-9.7386","161.513","Austronesian","NA","Oceania","NG and Oceania","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Poleo","tlr","NA","‘smooth’","no","CLICS","-9.77","160.23","Austronesian","NA","Oceania","NG and Oceania","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Santa Ana","stn","NA","‘smooth’","yes","CLICS","-10.83","162.3","Austronesian","NA","Oceania","NG and Oceania","-6.9","FALSE","trill","FALSE","FALSE","‘smooth’"
"Savosavo","svs","svs","‘smooth’","yes","CLICS","-9.12853","159.814","Central Solomons","NA","Oceania","NG and Oceania","-6.9","FALSE","trill","FALSE","FALSE","‘smooth’"
"Tataba","mrn","NA","‘smooth’","yes","CLICS","-8.27055","159.625","Austronesian","Malayo-Polynesian","Oceania","NG and Oceania","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"To'ambaita","mlu","NA","‘smooth’","yes","CLICS","-8.39233","160.619","Austronesian","Malayo-Polynesian","Oceania","NG and Oceania","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"Swahili","swa","swh","‘smooth’","yes","CLICS","-6.5","39","Benue-Congo","Bantoid","S Africa","Africa","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"Iraqw","irk","irk","‘smooth’","no","CLICS","-4","35.5","Cushitic","Southern Cushitic","S Africa","Africa","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Tarifiyt Berber","rif","rif","‘smooth’","yes","CLICS","34.5","-4","Berber","NA","N Africa","Africa","-6.9","FALSE","trill","FALSE","FALSE","‘smooth’"
"Bezhta","kap","NA","‘smooth’","yes","CLICS","42.0833","46.1667","Nakh-Daghestanian","Daghestanian","Greater Mesopotamia","W and SW Eurasia","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"Archi","aqc","aqc","‘smooth’","no","CLICS","42","46.8333","Nakh-Daghestanian","Daghestanian","Greater Mesopotamia","W and SW Eurasia","-6.9","FALSE","no trill","FALSE","TRUE","‘smooth’"
"Manange","nmm","nmm","‘smooth’","no","CLICS","28","84.25","Sino-Tibetan","Bodic","Indic","S/SE Asia","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Sakha","sah","sah","‘smooth’","yes","CLICS","62","130","Turkic","Common Turkic","Inner Asia","N-C Asia","-6.9","FALSE","trill","FALSE","FALSE","‘smooth’"
"Sakha","sah","sah","‘smooth’","yes","CLICS","62","130","Turkic","Common Turkic","Inner Asia","N-C Asia","-6.9","FALSE","trill","FALSE","FALSE","‘smooth’"
"Japanese","jpn","jpn","‘smooth’","no","CLICS","37","140","Japanese","NA","N Coast Asia","N-C Asia","-6.9","FALSE","no trill","TRUE","FALSE","‘smooth’"
"Japanese","jpn","jpn","‘smooth’","no","CLICS","37","140","Japanese","NA","N Coast Asia","N-C Asia","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Japanese","jpn","jpn","‘smooth’","no","CLICS","37","140","Japanese","NA","N Coast Asia","N-C Asia","-6.9","FALSE","no trill","TRUE","FALSE","‘smooth’"
"Thai","tha","tha","‘smooth’","no","CLICS","16","101","Tai-Kadai","NA","Southeast Asia","S/SE Asia","-6.9","FALSE","no trill","FALSE","TRUE","‘smooth’"
"Malagasy","mlg","plt","‘smooth’","yes","CLICS","-20","47","Austronesian","Malayo-Polynesian","Southeast Asia","S/SE Asia","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"Yaqui","yaq","yaq","‘smooth’","no","CLICS","27.5","-110.25","Uto-Aztecan","Southern Uto-Aztecan","Mesoamerica","C America","-6.9","FALSE","no trill","FALSE","TRUE","‘smooth’"
"Zinacantán Tzotzil","tzo","tzo","‘smooth’","yes","CLICS","16.8333","-92.8333","Mayan","NA","Mesoamerica","C America","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"Zinacantán Tzotzil","tzo","tzo","‘smooth’","yes","CLICS","16.8333","-92.8333","Mayan","NA","Mesoamerica","C America","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"Otomi","ote","ote","‘smooth’","no","CLICS","20.1667","-98.8333","Otomanguean","Otomian","Mesoamerica","C America","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Kali'na","car","car","‘smooth’","no","CLICS","5.5","-56","Cariban","NA","NE South America","S America","-6.9","FALSE","no trill","FALSE","TRUE","‘smooth’"
"Bunak, Bobonaro","bfn","NA","‘smooth’","yes","CLICS","-9.033683","125.323406","Timor-Alor-Pantar","NA","Oceania","NG and Oceania","-6.9","FALSE","trill","FALSE","FALSE","‘smooth’"
"Dela","row","NA","‘smooth’","yes","CLICS","-10.890303","122.843183","Austronesian","NA","Oceania","NG and Oceania","-6.9","FALSE","trill","FALSE","FALSE","‘smooth’"
"Dela","row","NA","‘smooth’","yes","CLICS","-10.890303","122.843183","Austronesian","NA","Oceania","NG and Oceania","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"Dhao","nfa","NA","‘smooth’","yes","CLICS","-10.816034","122.66431","Austronesian","NA","Oceania","NG and Oceania","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"Ende","end","NA","‘smooth’","yes","CLICS","-8.72","121.56","Austronesian","NA","Oceania","NG and Oceania","-6.9","FALSE","trill","TRUE","FALSE","‘smooth’"
"Fataluku","ddg","NA","‘smooth’","yes","CLICS","-8.4394","126.9821","Timor-Alor-Pantar","NA","Oceania","NG and Oceania","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"Fataluku","ddg","NA","‘smooth’","yes","CLICS","-8.4394","126.9821","Timor-Alor-Pantar","NA","Oceania","NG and Oceania","-6.9","FALSE","trill","FALSE","FALSE","‘smooth’"
"Kabola, Monbang","klz","NA","‘smooth’","yes","CLICS","-8.1737","124.5546","Timor-Alor-Pantar","NA","Indic","S/SE Asia","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"Kaera","jka","NA","‘smooth’","yes","CLICS","-8.4047","124.2175","Timor-Alor-Pantar","NA","Oceania","NG and Oceania","-6.9","FALSE","trill","FALSE","FALSE","‘smooth’"
"Kaera","jka","NA","‘smooth’","yes","CLICS","-8.4047","124.2175","Timor-Alor-Pantar","NA","Oceania","NG and Oceania","-6.9","FALSE","trill","TRUE","FALSE","‘smooth’"
"Kedang, Leubatang","ksx","NA","‘smooth’","yes","CLICS","-8.322779","123.717692","Austronesian","Malayo-Polynesian","Oceania","NG and Oceania","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"Keo, Udiworowatu","xxk","xxk","‘smooth’","yes","CLICS","-8.88922","121.2949","Austronesian","Malayo-Polynesian","Oceania","NG and Oceania","-6.9","FALSE","trill","FALSE","FALSE","‘smooth’"
"Kotos Amarasi","aaz","NA","‘smooth’","yes","CLICS","-10.243786","123.872438","Austronesian","NA","Oceania","NG and Oceania","-6.9","FALSE","trill","FALSE","FALSE","‘smooth’"
"Kotos Amarasi","aaz","NA","‘smooth’","yes","CLICS","-10.243786","123.872438","Austronesian","NA","Oceania","NG and Oceania","-6.9","FALSE","trill","FALSE","FALSE","‘smooth’"
"Adonara Lamaholot","slp","NA","‘smooth’","yes","CLICS","-8.3757","123.2375","Austronesian","Malayo-Polynesian","Oceania","NG and Oceania","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"Central Lembata, Kalikasa","lvu","NA","‘smooth’","yes","CLICS","-8.463","123.4798","Austronesian","NA","Oceania","NG and Oceania","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"Lio","ljl","NA","‘smooth’","yes","CLICS","-8.69","121.84","Austronesian","NA","Oceania","NG and Oceania","-6.9","FALSE","trill","FALSE","FALSE","‘smooth’"
"Lio","ljl","NA","‘smooth’","yes","CLICS","-8.69","121.84","Austronesian","NA","Oceania","NG and Oceania","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"Makasae","mkz","NA","‘smooth’","no","CLICS","-8.548563","126.505903","Timor-Alor-Pantar","Timor-Kisar","Oceania","NG and Oceania","-6.9","FALSE","no trill","FALSE","TRUE","‘smooth’"
"Makasae","mkz","NA","‘smooth’","no","CLICS","-8.548563","126.505903","Timor-Alor-Pantar","Timor-Kisar","Oceania","NG and Oceania","-6.9","FALSE","no trill","FALSE","TRUE","‘smooth’"
"Ngadha","nxg","nxg","‘smooth’","no","CLICS","-8.8","120.98","Austronesian","Malayo-Polynesian","Oceania","NG and Oceania","-6.9","FALSE","no trill","FALSE","TRUE","‘smooth’"
"Sawila","tpg; swt","NA","‘smooth’","yes","CLICS","-8.3433","125.0922","Tanglapui","NA","Oceania","NG and Oceania","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"Tetun, Suai","tdt","NA","‘smooth’","yes","CLICS","-9.314842","125.255396","Austronesian","NA","Oceania","NG and Oceania","-6.9","FALSE","trill","TRUE","FALSE","‘smooth’"
"Wetan","lex","NA","‘smooth’","yes","CLICS","-7.89949","129.538524","Austronesian","Malayo-Polynesian","Oceania","NG and Oceania","-6.9","FALSE","trill","TRUE","FALSE","‘smooth’"
"Kalamang","kgv","NA","‘smooth’","yes","CLICS","-3.481154","132.721147","West Bomberai","NA","N Coast New Guinea","NG and Oceania","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"Dadu'a","ilu","NA","‘smooth’","yes","CLICS","-8.489721","125.903071","Austronesian","NA","Oceania","NG and Oceania","-6.9","FALSE","trill","FALSE","FALSE","‘smooth’"
"Kambera","xbr","xbr","‘smooth’","yes","CLICS","-9.88","120.23","Austronesian","Malayo-Polynesian","Oceania","NG and Oceania","-6.9","FALSE","trill","TRUE","FALSE","‘smooth’"
"Batuley","bay","NA","‘smooth’","yes","CLICS","-5.735916","134.812861","Austronesian","NA","Oceania","NG and Oceania","-6.9","FALSE","trill","TRUE","FALSE","‘smooth’"
"South Mambae, Letefoho","mgm","NA","‘smooth’","yes","CLICS","-8.974955","125.647294","Austronesian","NA","Oceania","NG and Oceania","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"Muna","mnb","mnb","‘smooth’","yes","CLICS","-5.4","122.54","Austronesian","Malayo-Polynesian","Oceania","NG and Oceania","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"Tukang Besi, Binongko","bhq","NA","‘smooth’","yes","CLICS","-5.920185","123.982758","Austronesian","Malayo-Polynesian","Oceania","NG and Oceania","-6.9","FALSE","trill","FALSE","FALSE","‘smooth’"
"Hatam","had","NA","‘smooth’","no","CLICS","-1.14","134.04","Hatam","NA","N Coast New Guinea","NG and Oceania","-6.9","FALSE","no trill","FALSE","TRUE","‘smooth’"
"Hatam","had","NA","‘smooth’","no","CLICS","-1.14","134.04","Hatam","NA","N Coast New Guinea","NG and Oceania","-6.9","FALSE","no trill","FALSE","FALSE","‘smooth’"
"Meyah","mej","NA","‘smooth’","yes","CLICS","-1.18","133.62","East Bird���s Head","NA","N Coast New Guinea","NG and Oceania","-6.9","FALSE","trill","FALSE","FALSE","‘smooth’"
"Meyah","mej","NA","‘smooth’","yes","CLICS","-1.18","133.62","East Bird���s Head","NA","N Coast New Guinea","NG and Oceania","-6.9","FALSE","trill","TRUE","FALSE","‘smooth’"
"Wolio","wlo","NA","‘smooth’","yes","CLICS","-5.33","122.67","Austronesian","Malayo-Polynesian","Oceania","NG and Oceania","-6.9","FALSE","trill","TRUE","FALSE","‘smooth’"
"Buru","mhs","NA","‘smooth’","yes","CLICS","-3.44","126.63","Austronesian","Malayo-Polynesian","Oceania","NG and Oceania","-6.9","FALSE","trill","TRUE","FALSE","‘smooth’"
"Dobel","kvo","NA","‘smooth’","yes","CLICS","-6.33","134.64","Austronesian","Malayo-Polynesian","Oceania","NG and Oceania","-6.9","FALSE","trill","TRUE","TRUE","‘smooth’"
"Irarutu","irh","irh","‘smooth’","no","CLICS","-2.94","133.59","Austronesian","Malayo-Polynesian","N Coast New Guinea","NG and Oceania","-6.9","FALSE","no trill","TRUE","FALSE","‘smooth’"
"Moskona","mtj","NA","‘smooth’","no","CLICS","-1.62","133.15","East Bird���s Head","NA","N Coast New Guinea","NG and Oceania","-6.9","FALSE","no trill","TRUE","FALSE","‘smooth’"
"Maybrat","ayz","ayz","‘smooth’","yes","CLICS","-1.37","132.59","West Papuan","South Bird���s Head","N Coast New Guinea","NG and Oceania","-6.9","FALSE","trill","FALSE","FALSE","‘smooth’"
"Maybrat","ayz","ayz","‘smooth’","yes","CLICS","-1.37","132.59","West Papuan","South Bird���s Head","N Coast New Guinea","NG and Oceania","-6.9","FALSE","trill","FALSE","FALSE","‘smooth’"
"Biak","bhw","bhw","‘smooth’","yes","CLICS","-1.003358","135.815912","Austronesian","Malayo-Polynesian","N Coast New Guinea","NG and Oceania","-6.9","FALSE","trill","FALSE","FALSE","‘smooth’"
"Alorese, Baranusa","aol","NA","‘smooth’","yes","CLICS","-8.361888","124.094494","Austronesian","NA","Oceania","NG and Oceania","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"Galolen","gal","NA","‘smooth’","yes","CLICS","-8.61","125.96","Austronesian","NA","Oceania","NG and Oceania","-6.9","FALSE","trill","TRUE","FALSE","‘smooth’"
"Lamboya","lmy","NA","‘smooth’","yes","CLICS","-9.7","119.34","Austronesian","NA","Oceania","NG and Oceania","-6.9","FALSE","trill","FALSE","TRUE","‘smooth’"
"Lamboya","lmy","NA","‘smooth’","yes","CLICS","-9.7","119.34","Austronesian","NA","Oceania","NG and Oceania","-6.9","FALSE","trill","FALSE","FALSE","‘smooth’"
